,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
74282,22230706,헬스붐,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213062000,태장2동,4213011200.0,태장동,4213011200204800002,1,대지,480,2.0,강원도 원주시 태장동 480-2,421304457690,강원도 원주시 흥양로51번길,108,,4213011200104800002003108,,강원도 원주시 흥양로51번길 108,220120,26313.0,,,,127.955706227526,37.3863239075111
74422,16469465,장민태프로골프클리닉,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42110,춘천시,4211066000,퇴계동,4211012300.0,퇴계동,4211012300204710010,1,대지,471,10.0,강원도 춘천시 퇴계동 471-10,421104454848,강원도 춘천시 솟발1길,4,75.0,4211012300104710010000001,,강원도 춘천시 솟발1길 4-75,200943,24455.0,,,,127.732734410352,37.8497829583233
74608,21673015,아트복싱체육관,석사점,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42110,춘천시,4211065000,석사동,4211012400.0,석사동,4211012400203100005,1,대지,310,5.0,강원도 춘천시 석사동 310-5,421103218003,강원도 춘천시 공지로,121,1.0,4211012400103100005015382,,강원도 춘천시 공지로 121-1,200933,24389.0,,,,127.747027010774,37.857103877905
75204,24483126,에이스골프존,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42770,정선군,4277034000,북평면,4277034022.0,북평면,4277034022206940008,1,대지,694,8.0,강원도 정선군 북평면 북평리 694-8,427703229018,강원도 정선군 북평면 북평중앙로,21,,4277034022106940008018045,,강원도 정선군 북평면 북평중앙로 21,233851,26101.0,,,,128.664869266985,37.4471247872872
75260,15562513,대륜헬스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,,,42,강원도,42170,동해시,4217053000,북삼동,4217010800.0,나안동,4217010800201740005,1,대지,174,5.0,강원도 동해시 나안동 174-5,421704463197,강원도 동해시 청운1길,60,,4217010800001740005012579,,강원도 동해시 청운1길 60,240170,25810.0,,,,129.109857473626,37.4858628720245
75690,16512470,와이즈스윔,,P,스포츠,P01,운영관리시설,P01A11,기타경기후원업/경기단체,R91199,그외 기타 스포츠 서비스업,42,강원도,42130,원주시,4213033000,지정면,4213033023.0,지정면,4213033023214930000,1,대지,1493,,강원도 원주시 지정면 가곡리 1493,421303350535,강원도 원주시 지정면 가곡로,132,,4213033023114930000000001,원주기업도시라온프라이빗,강원도 원주시 지정면 가곡로 132,220821,26352.0,701,8,,127.873713953705,37.3830568394676
75691,16510071,전양호아카데미,,P,스포츠,P01,운영관리시설,P01A11,기타경기후원업/경기단체,R91199,그외 기타 스포츠 서비스업,42,강원도,42110,춘천시,4211031000,동면,4211031023.0,동면,4211031023209850000,1,대지,985,,강원도 춘천시 동면 장학리 985,421103218010,강원도 춘천시 동면 만천로,242,,4211031023108650004000002,춘천장학아이파크,강원도 춘천시 동면 만천로 242,200853,24214.0,105,,,127.756165625339,37.8910739355351
76015,16500445,코리아세일링서비스,,P,스포츠,P01,운영관리시설,P01A11,기타경기후원업/경기단체,R91199,그외 기타 스포츠 서비스업,42,강원도,42830,양양군,4283035000,강현면,4283035024.0,강현면,4283035024209770000,1,대지,977,,강원도 양양군 강현면 강선리 977,428303235008,강원도 양양군 강현면 물치천로,70,17.0,4283035024109770000000001,양양물치강선엘에이치천년나무,강원도 양양군 강현면 물치천로 70-17,215852,25061.0,,,,128.599833258245,38.1528352166591
76179,21610978,홍천군체육회,,P,스포츠,P01,운영관리시설,P01A00,운동경기협회,R91199,그외 기타 스포츠 서비스업,42,강원도,42720,홍천군,4272025000,홍천읍,4272025028.0,홍천읍,4272025028203050000,1,대지,305,,강원도 홍천군 홍천읍 태학리 305,427204475602,강원도 홍천군 홍천읍 태학여내길,22,,4272025028103050000042029,홍천종합체육관,강원도 홍천군 홍천읍 태학여내길 22,250802,25126.0,,,,127.908243044795,37.7087665424152
76193,26467874,패밀리실내연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42150,강릉시,4215060000,내곡동,4215011600.0,내곡동,4215011600203320000,1,대지,332,,강원도 강릉시 내곡동 332,421503220014,강원도 강릉시 범일로,572,,4215011600103290002018240,,강원도 강릉시 범일로 572,210926,25604.0,,,,128.88085122469,37.7386699269254
76487,16515807,푸른휘트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211066000,퇴계동,4211012300.0,퇴계동,4211012300208910001,1,대지,891,1.0,강원도 춘천시 퇴계동 891-1,421103218045,강원도 춘천시 행촌로,29,,4211012300108910001000640,,강원도 춘천시 행촌로 29,200944,24441.0,,,,127.724050632412,37.8595481343702
76508,15898183,플레이짐,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,,,42,강원도,42110,춘천시,4211066000,퇴계동,4211012300.0,퇴계동,4211012300209680007,1,대지,968,7.0,강원도 춘천시 퇴계동 968-7,421103218042,강원도 춘천시 퇴계로,175,,4211012300109680007000337,,강원도 춘천시 퇴계로 175,200945,24380.0,,3,,127.738386412765,37.8581572264904
76805,24362329,헬스파크,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42230,삼척시,4223051000,남양동,4223012000.0,남양동,4223012000203320000,1,대지,332,,강원도 삼척시 남양동 332,422303224040,강원도 삼척시 중앙로,214,,4223012000103320000000001,현진빌딩,강원도 삼척시 중앙로 214,245938,25929.0,,10,,129.168167784449,37.4421856799232
76891,16500057,팀엑스복싱,,P,스포츠,P02,실내운동시설,P02A04,복싱도장,P85611,스포츠 교육기관,42,강원도,42150,강릉시,4215051000,홍제동,4215010100.0,홍제동,4215010100206570000,1,대지,657,,강원도 강릉시 홍제동 657,421503220015,강원도 강릉시 사임당로,147,11.0,4215010100106570000012195,,강원도 강릉시 사임당로 147-11,210949,25520.0,,3,,128.864913220282,37.7574481708953
77209,16521266,머슬크루헬스클럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42730,횡성군,4273025000,횡성읍,4273025021.0,횡성읍,4273025021202760006,1,대지,276,6.0,강원도 횡성군 횡성읍 읍상리 276-6,427303226021,강원도 횡성군 횡성읍 문정로,34,,4273025021102760006040556,,강원도 횡성군 횡성읍 문정로 34,225807,25231.0,,3,,127.987015003403,37.4890747285349
77210,16518001,프로핏짐,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211053000,조운동,4211010800.0,조양동,4211010800200060227,1,대지,6,227.0,강원도 춘천시 조양동 6-227,421104454451,강원도 춘천시 시청길,32,,4211010800100060227023197,,강원도 춘천시 시청길 32,200941,24348.0,,5,,127.731109542986,37.8810450042493
77490,26324003,오투수상레저,,P,스포츠,P03,실외운동시설,P03A23,수상스키,,,42,강원도,42110,춘천시,4211034000,남면,4211034022.0,남면,4211034022201570000,1,대지,157,,강원도 춘천시 남면 박암리 157,421104454241,강원도 춘천시 남면 박암관천길,389,,4211034022101570000000001,,강원도 춘천시 남면 박암관천길 389,200921,24468.0,,1,,127.548496455252,37.7259137406533
77557,24827239,팔팔스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42110,춘천시,4211067500,강남동,4211012100.0,온의동,4211012100204880000,1,대지,488,,강원도 춘천시 온의동 488,421103000120,강원도 춘천시 경춘로,2169,,4211012100104870000000001,,강원도 춘천시 경춘로 2169,200938,24431.0,,,,127.714626940704,37.8483709033789
77574,16427534,유성열골프아카데미,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42110,춘천시,4211070500,신사우동,4211011800.0,우두동,4211011800204440001,1,대지,444,1.0,강원도 춘천시 우두동 444-1,421103218039,강원도 춘천시 충열로,153,,4211011800104440001000001,북춘천새마을금고,강원도 춘천시 충열로 153,200939,24226.0,,,,127.739317829219,37.9066706200721
77902,16454014,BODY20휘트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211065000,석사동,4211012400.0,석사동,4211012400208180014,1,대지,818,14.0,강원도 춘천시 석사동 818-14,421103218042,강원도 춘천시 퇴계로,249,,4211012400107960008016650,,강원도 춘천시 퇴계로 249,200936,24390.0,,,,127.746442150645,37.8553275874139
77903,16453850,새로워GYM회산점,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42150,강릉시,4215060000,내곡동,4215011700.0,회산동,4215011700204460004,1,대지,446,4.0,강원도 강릉시 회산동 446-4,421504461072,강원도 강릉시 회산로339번길,12,,4215011700104460004000001,,강원도 강릉시 회산로339번길 12,210926,25598.0,,2,,128.863896146435,37.7392729523703
77904,16451851,에이치엠휘트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213025000,문막읍,4213025026.0,문막읍,4213025026202000006,1,대지,200,6.0,강원도 원주시 문막읍 건등리 200-6,421303219041,강원도 원주시 문막읍 원문로,1595,,4213025026102000006036817,,강원도 원주시 문막읍 원문로 1595,220801,26371.0,,2,,127.832838803837,37.3204510334115
77910,16447775,올바른골프연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42170,동해시,4217052000,송정동,4217010300.0,송정동,4217010300215710000,1,대지,1571,,강원도 동해시 송정동 1571,421703221026,강원도 동해시 용정로,68,,4217010300115710000000001,,강원도 동해시 용정로 68,240806,25785.0,,,,129.118069182238,37.4981748136552
77911,16444531,에스제이골프골프연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42760,평창군,4276038000,대관령면,4276038025.0,대관령면,4276038025201560062,1,대지,156,62.0,강원도 평창군 대관령면 수하리 156-62,427604484183,강원도 평창군 대관령면 삼현동1길,10,6.0,4276038025101560063000001,,강원도 평창군 대관령면 삼현동1길 10-6,232951,25348.0,,,,128.698609645551,37.6622031431424
77914,16451389,팀피,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42170,동해시,4217053000,북삼동,4217010700.0,동회동,4217010700204490000,1,대지,449,,강원도 동해시 동회동 449,421704463241,강원도 동해시 효자남길,8,8.0,4217010700000860013004666,,강원도 동해시 효자남길 8-8,240180,25808.0,,,,129.10914695962,37.4867525704673
78227,21545802,회산스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42150,강릉시,4215060000,내곡동,4215011700.0,회산동,4215011700202950000,1,대지,295,,강원도 강릉시 회산동 295,421503220054,강원도 강릉시 회산로,244,,4215011700102950000000001,,강원도 강릉시 회산로 244,210170,25599.0,,,,128.860938321768,37.7317349781085
78241,24426978,화랑체육관,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42170,동해시,4217057000,발한동,4217011100.0,발한동,4217011100205780020,1,대지,578,20.0,강원도 동해시 발한동 578-20,421703221018,강원도 동해시 발한로,116,,4217011100005780020018585,삼성약국,강원도 동해시 발한로 116,240041,25726.0,,,,129.102178521585,37.5426914663627
78315,24640148,기찬헬스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213067500,반곡관설동,4213011700.0,반곡동,4213011700211400000,1,대지,1140,,강원도 원주시 반곡동 1140,421303219015,강원도 원주시 동부순환로,33,,4213011700111400000000001,,강원도 원주시 동부순환로 33,220170,26459.0,,2,,127.971248093194,37.3197095431874
78578,15840823,청운합기도체육관,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42170,동해시,4217053000,북삼동,4217010900.0,쇄운동,4217010900200660001,1,대지,66,1.0,강원도 동해시 쇄운동 66-1,421704463198,강원도 동해시 청운2길,17,4.0,4217010900000660001007544,경희대태권도,강원도 동해시 청운2길 17-4,240190,25809.0,,,,129.105370837546,37.4852561819302
78907,16479037,Tk바디브라운,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213063500,봉산동,4213011300.0,봉산동,4213011300211980012,1,대지,1198,12.0,강원도 원주시 봉산동 1198-12,421303219058,강원도 원주시 행구로,95,,4213011300111980012005472,,강원도 원주시 행구로 95,220950,26331.0,,1,,127.967187808624,37.3420471220536
78923,15891787,통일스크린에이씨에이,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42130,원주시,4213055000,단구동,4213010700.0,단구동,4213010700205560000,1,대지,556,,강원도 원주시 단구동 556,421303219054,강원도 원주시 치악로,1690,,4213010700101960001002314,신통일아파트,강원도 원주시 치악로 1690,220942,26445.0,,,,127.959778135563,37.3319073047445
79305,16233862,청초스크린골프,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42210,속초시,4221058000,조양동,4221010800.0,조양동,4221010800210340049,1,대지,1034,49.0,강원도 속초시 조양동 1034-49,422102000023,강원도 속초시 동해대로,4030,,4221010800110340049003488,,강원도 속초시 동해대로 4030,217811,24872.0,,2,,128.593769300157,38.1901663414643
79306,16234116,크로스핏에임,원주점,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213066000,무실동,4213011500.0,무실동,4213011500218500006,1,대지,1850,6.0,강원도 원주시 무실동 1850-6,421304517922,강원도 원주시 능라동길,72,,4213011500118500006000001,,강원도 원주시 능라동길 72,220150,26392.0,,5,,127.929691485507,37.3335152582954
79521,8670530,화랑2체육관,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42170,동해시,4217051000,천곡동,4217010100.0,천곡동,4217010100204850018,1,대지,485,18.0,강원도 동해시 천곡동 485-18,421704463212,강원도 동해시 평릉길,28,,4217010100004850018022625,신웅빌딩,강원도 동해시 평릉길 28,240809,25749.0,,,,129.101794713085,37.5281432521335
79530,16231888,스타복싱클럽,,P,스포츠,P02,실내운동시설,P02A04,복싱도장,P85611,스포츠 교육기관,42,강원도,42210,속초시,4221058000,조양동,4221010800.0,조양동,4221010800214970004,1,대지,1497,4.0,강원도 속초시 조양동 1497-4,422102000023,강원도 속초시 동해대로,4165,,4221010800114970004001633,,강원도 속초시 동해대로 4165,217812,24874.0,,4,,128.579244402263,38.1910948146344
79764,24349228,FUNCLIMBING,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42210,속초시,4221057000,노학동,4221010600.0,교동,4221010600208040126,1,대지,804,126.0,강원도 속초시 교동 804-126,422102000023,강원도 속초시 동해대로,4272,,4221010600108040126014214,,강원도 속초시 동해대로 4272,217806,24851.0,,3,,128.573753387186,38.1983745902067
79857,16214084,프리이머아레나승마클럽,,P,스포츠,P03,실외운동시설,P03A15,승마장,R91139,그외 기타 스포츠시설 운영업,42,강원도,42130,원주시,4213025000,문막읍,4213025022.0,문막읍,4213025022213930001,1,대지,1393,1.0,강원도 원주시 문막읍 동화리 1393-1,421304457605,강원도 원주시 문막읍 탑전길,50,,4213025022113920000000001,,강원도 원주시 문막읍 탑전길 50,220801,26363.0,,1,,127.828552750946,37.3346915174831
80024,16282735,한스,바디핏,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42210,속초시,4221058000,조양동,4221010800.0,조양동,4221010800215140008,1,대지,1514,8.0,강원도 속초시 조양동 1514-8,422104469128,강원도 속초시 선사로1길,31,,4221010800115140008011115,,강원도 속초시 선사로1길 31,217813,24890.0,,,,128.588838605597,38.1874432087158
80232,16215093,짐포유,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42150,강릉시,4215051000,홍제동,4215010100.0,홍제동,4215010100210220001,1,대지,1022,1.0,강원도 강릉시 홍제동 1022-1,421503220063,강원도 강릉시 선수촌로,73,,4215010100110220001000001,,강원도 강릉시 선수촌로 73,210949,25522.0,B,3,,128.869987256312,37.7575459780083
80282,27854935,최윤정휘트니스클럽,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42110,춘천시,4211066000,퇴계동,4211012300.0,퇴계동,4211012300211590004,1,대지,1159,4.0,강원도 춘천시 퇴계동 1159-4,421104454548,강원도 춘천시 우묵길74번길,14,,4211012300100000000001360,,강원도 춘천시 우묵길74번길 14,200943,24367.0,,,,127.724490285406,37.8666132416957
80782,15787506,원포인트,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213059000,단계동,4213011000.0,단계동,4213011000201140008,1,대지,114,8.0,강원도 원주시 단계동 114-8,421303219041,강원도 원주시 원문로,143,,4213011000101140008022338,,강원도 원주시 원문로 143,220935,26410.0,,4,,127.932730292301,37.3552969155719
81824,24498321,선무종합무술총본관,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42130,원주시,4213059000,단계동,4213011000.0,단계동,4213011000208020005,1,대지,802,5.0,강원도 원주시 단계동 802-5,421303219022,강원도 원주시 무실로,170,,4213011000108020005022104,,강원도 원주시 무실로 170,220937,26434.0,,,,127.940089904055,37.3415048471387
83165,24965298,블루실업,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42210,속초시,4221058000,조양동,4221010800.0,조양동,4221010800210340004,1,대지,1034,4.0,강원도 속초시 조양동 1034-4,422102000023,강원도 속초시 동해대로,4024,,4221010800110340004001054,,강원도 속초시 동해대로 4024,217768,24872.0,,,,128.59446607146,38.1902168742532
83294,16392550,골프사관재능발굴아카데미,,P,스포츠,P01,운영관리시설,P01A11,기타경기후원업/경기단체,R91199,그외 기타 스포츠 서비스업,42,강원도,42820,고성군,4282033000,토성면,4282033035.0,토성면,4282033035203290000,1,대지,329,,강원도 고성군 토성면 봉포리 329,428204502379,강원도 고성군 토성면 광포호길,115,,4282033035103290000000001,,강원도 고성군 토성면 광포호길 115,219832,24765.0,나,,,128.557998161122,38.2417780581257
83458,24447423,영월패러글라이딩,,P,스포츠,P02,실내운동시설,P02A99,기타실내운동시설,R91139,그외 기타 스포츠시설 운영업,42,강원도,42750,영월군,4275025000,영월읍,4275025023.0,영월읍,4275025023201550000,1,대지,155,,강원도 영월군 영월읍 방절리 155,427503227023,강원도 영월군 영월읍 청령포로,48,,4275025023101330001018341,,강원도 영월군 영월읍 청령포로 48,230887,26226.0,,,,128.453298813554,37.1842356457817
83495,16558389,엠투짐엔스피닝,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213067500,반곡관설동,4213011700.0,반곡동,4213011700219130003,1,대지,1913,3.0,강원도 원주시 반곡동 1913-3,421303351211,강원도 원주시 건강로,21,1.0,4213011700119130003000001,,강원도 원주시 건강로 21-1,220170,26464.0,,,,127.988137730415,37.3254976066386
83597,16383977,그린골프연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42810,인제군,4281032000,북면,4281032021.0,북면,4281032021201220000,2,산,122,,강원도 인제군 북면 원통리 산122,428103233019,강원도 인제군 북면 원통로,391,,4281032021201220000000001,,강원도 인제군 북면 원통로 391,252822,24614.0,,,,128.225148663951,38.1332571181175
83691,16136850,에스복싱클럽,,P,스포츠,P02,실내운동시설,P02A04,복싱도장,P85611,스포츠 교육기관,42,강원도,42130,원주시,4213067500,반곡관설동,4213011700.0,반곡동,4213011700219130004,1,대지,1913,4.0,강원도 원주시 반곡동 1913-4,421303351211,강원도 원주시 건강로,25,,4213011700119130004000001,,강원도 원주시 건강로 25,220170,26464.0,,6,,127.988024969672,37.3250109928235
84089,16383074,야클라이밍,,P,스포츠,P01,운영관리시설,P01A11,기타경기후원업/경기단체,R91199,그외 기타 스포츠 서비스업,42,강원도,42130,원주시,4213066000,무실동,4213011500.0,무실동,4213011500218500006,1,대지,1850,6.0,강원도 원주시 무실동 1850-6,421304517922,강원도 원주시 능라동길,72,,4213011500118500006000001,,강원도 원주시 능라동길 72,220150,26392.0,,3,,127.929691485507,37.3335152582954
84507,16497575,준골프,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42210,속초시,4221052000,동명동,4221010200.0,동명동,4221010200205960000,1,대지,596,,강원도 속초시 동명동 596,422104469084,강원도 속초시 번영로129번길,22,,4221010200105120023000001,E편한세상영랑호아파트,강원도 속초시 번영로129번길 22,217020,24821.0,102,1,,128.586066554893,38.2118913766208
84508,16495698,골프프렌드골때려골프,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42150,강릉시,4215051000,홍제동,4215010100.0,홍제동,4215010100204490002,1,대지,449,2.0,강원도 강릉시 홍제동 449-2,421503220054,강원도 강릉시 회산로,420,,4215010100104490002000001,,강원도 강릉시 회산로 420,210949,25524.0,,1,,128.870610581014,37.744881989939
84880,16458627,조이헬스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42830,양양군,4283025000,양양읍,4283025021.0,양양읍,4283025021200050001,1,대지,5,1.0,강원도 양양군 양양읍 남문리 5-1,428304505027,강원도 양양군 양양읍 군청길,55,,4283025021100050001016499,,강원도 양양군 양양읍 군청길 55,215804,25021.0,,,,128.624225627832,38.0775662880043
85025,16471920,탑스크린골프연습장,,P,스포츠,P02,실내운동시설,P02A10,실내골프연습장,R91136,골프연습장 운영업,42,강원도,42210,속초시,4221057000,노학동,4221010600.0,교동,4221010600206730002,1,대지,673,2.0,강원도 속초시 교동 673-2,422102000023,강원도 속초시 동해대로,4208,,4221010600106730002000001,,강원도 속초시 동해대로 4208,217803,24854.0,2,2,,128.578152609173,38.1945058662501
85035,16465820,케이스포츠,,P,스포츠,P01,운영관리시설,P01A11,기타경기후원업/경기단체,R91199,그외 기타 스포츠 서비스업,42,강원도,42110,춘천시,4211067500,강남동,4211012100.0,온의동,4211012100204640000,1,대지,464,,강원도 춘천시 온의동 464,421103000120,강원도 춘천시 경춘로,2215,,4211012100104640000000001,,강원도 춘천시 경춘로 2215,200938,24431.0,,2,,127.715066511619,37.852255416166
85067,16486387,조이골프클럽,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42110,춘천시,4211039000,동내면,4211039021.0,동내면,4211039021210900001,1,대지,1090,1.0,강원도 춘천시 동내면 거두리 1090-1,421104454695,강원도 춘천시 동내면 춘천순환로94번길,17,,4211039021110900001000002,,강원도 춘천시 동내면 춘천순환로94번길 17,200883,24402.0,,,,127.755251185132,37.8547515438474
85216,16485002,몬스터짐입압점,,P,스포츠,P02,실내운동시설,P02A01,체육관,R91131,종합 스포츠시설 운영업,42,강원도,42150,강릉시,4215064500,성덕동,4215012500.0,입암동,4215012500202380000,1,대지,238,,강원도 강릉시 입암동 238,421503220016,강원도 강릉시 성덕로,316,17.0,4215012500102380000000001,,강원도 강릉시 성덕로 316-17,210935,25616.0,A,,,128.920077388403,37.7554536381435
85266,16360610,새로워GYM,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42150,강릉시,4215051000,홍제동,4215010100.0,홍제동,4215010100206370006,1,대지,637,6.0,강원도 강릉시 홍제동 637-6,421503220015,강원도 강릉시 사임당로,131,,4215010100106370006000001,,강원도 강릉시 사임당로 131,210949,25520.0,,3,,128.865628875351,37.7565328831894
85282,16484208,상아휘트니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42130,원주시,4213059000,단계동,4213011000.0,단계동,4213011000211910005,1,대지,1191,5.0,강원도 원주시 단계동 1191-5,421304517934,강원도 원주시 바우골길,8,,4213011000111910005000001,,강원도 원주시 바우골길 8,220100,26379.0,,5,,127.917886191894,37.3553416099888
85489,16511235,에이스골프클럽,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42130,원주시,4213054100,명륜1동,4213010600.0,명륜동,4213010600200260000,1,대지,26,,강원도 원주시 명륜동 26,421303219054,강원도 원주시 치악로,1803,,4213010600100260000004051,남부시장,강원도 원주시 치악로 1803,220945,26441.0,,,,127.954388531672,37.3431152044904
85811,27794386,낙산대체력단련장,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42170,동해시,4217052000,송정동,4217010400.0,용정동,4217010400205000001,1,대지,500,1.0,강원도 동해시 용정동 500-1,421703221014,강원도 동해시 대동로,430,2.0,4217010400105000001000001,,강원도 동해시 대동로 430-2,240140,25779.0,,,,129.131966594301,37.5070618926733
87390,24438270,춘천시테니스연합회,,P,스포츠,P03,실외운동시설,P03A10,테니스장,R91139,그외 기타 스포츠시설 운영업,42,강원도,42110,춘천시,4211067500,강남동,4211012700.0,송암동,4211012700202900000,1,대지,290,,강원도 춘천시 송암동 290,421104454444,강원도 춘천시 스포츠타운길,124,1.0,4211012700200440000000001,테니스장,강원도 춘천시 스포츠타운길 124-1,200210,24239.0,,,,127.693188869203,37.8529302860877
87393,21649486,태백승마클럽,,P,스포츠,P03,실외운동시설,P03A15,승마장,R91139,그외 기타 스포츠시설 운영업,42,강원도,42190,태백시,4219053500,삼수동,4219010900.0,화전동,4219010900201070002,1,대지,107,2.0,강원도 태백시 화전동 107-2,421903000156,강원도 태백시 태백로,483,,4219010900101070002000001,,강원도 태백시 태백로 483,235020,26003.0,,,,128.962264195058,37.1950092752657
87617,23404616,커브스동송클럽,동송클럽,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42780,철원군,4278025900,동송읍,4278025921.0,동송읍,4278025921206790022,1,대지,679,22.0,강원도 철원군 동송읍 이평리 679-22,427803230030,강원도 철원군 동송읍 이평로,58,,4278025921106790022021828,하얏트베이커리,강원도 철원군 동송읍 이평로 58,269816,24011.0,,2,,127.217611332681,38.2096660124506
87719,16441239,HSM겸손한골프아카데미,,P,스포츠,P03,실외운동시설,P03A09,골프장,R91121,골프장 운영업,42,강원도,42110,춘천시,4211070500,신사우동,4211011800.0,우두동,4211011800207420001,1,대지,742,1.0,강원도 춘천시 우두동 742-1,421103013022,강원도 춘천시 영서로,2793,,4211011800107420001000864,두미르마을,강원도 춘천시 영서로 2793,200772,24236.0,,1,,127.727462850039,37.9019764640201
87769,14113955,몸존피티니스,,P,스포츠,P02,실내운동시설,P02A13,헬스클럽,R91132,체력단련시설 운영업,42,강원도,42210,속초시,4221058000,조양동,4221010800.0,조양동,4221010800215000004,1,대지,1500,4.0,강원도 속초시 조양동 1500-4,422102000023,강원도 속초시 동해대로,4137,,4221010800115000004011390,,강원도 속초시 동해대로 4137,217813,24874.0,,3,,128.581684322022,38.189271800501
